reference_dataset_id,title,producer,source_id,source_name,url,topic,reference_type,year_or_cycle,license,related_feed_id,related_fetch_id,status,notes,last_verified_at
ref_cc_parrainages_2022_schema,Parrainages des candidats à l'élection présidentielle française de 2022,Conseil constitutionnel,src_data_gouv,data.gouv,https://www.data.gouv.fr/datasets/parrainages-des-candidats-a-lelection-presidentielle-francaise-de-2022,parrainages,historical_schema_reference,2022,other-pd,feed_cc_parrainages_2022_schema,d4e6aa39915110ba,active,Official 2022 parrainages dataset metadata used as a schema reference for future 2027 sponsorship data,2026-06-28
